UserId,Department/Region,question,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,"Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects",Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).
,,number,Q6,Q6,Q6,Q6,Q6,Q6,Q6,Q6,Q6,Q7,Q7,Q7,Q7,Q7,Q7,Q7,Q7,Q7,Q7,Q9,Q9,Q9,Q9,Q9,Q9,Q9,Q9,Q9,Q9,Q10,Q10,Q10,Q10,Q10,Q10,Q10,Q10,Q10,Q10,Q11,Q11,Q11,Q11,Q11,Q11,Q11,Q11,Q11,Q11
,,option,Initiative/output's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Flagship or periodic (Y/N)?,"Type of publication (Options: Evaluation, or Guidance/tools, or Technical Report, or Working paper, or Data/Database) ",New or Produced regularly,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),Initiative/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Country or Region,New or long-standing,Funding source (Options: regular budget or extrabudgetary),DC code if applicable,"Focus 
(Options: Youth only or Youth is one of the target groups)",Is it part of a UN Joint Programme (Yes or No),Initiative/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,Country or Region,New or long-standing,Funding source (Options: regular budget or extrabudgetary),DC code if applicable,Focus (Options: Youth only or Youth is one of the target groups),Is it part of a UN Joint Programme (Yes or No),Course/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,In person or online or both,With certification (Yes or No),New or long-standing,Funding source (Options: regular budget or extrabudgetary),Focus (Options: Youth only or Youth is one of the target groups),For public use or ILO staff only,Output/initiative/programme/project's name??,Related CPO or GLO under P&B 2024-2025,Web link??,Short description?,"Geographical focus (Global, Regional  or National/local)",Specify name of the Region/country,"Type of partnership
(Options: UN interagency initiative; or multistakeholder initiative; or bilateral partnership; or event; or campaign; or challenge)",New or long-standing,Funding source (Options: regular budget or extrabudgetary),"Focus
 (Options: Youth only or Youth is one of the target groups)"
USR-202506-0001,Region: Asia and the Pacific,,Guide on Core Skills for the Green Transition - Student Book,CHN 252,,"The Guide,developed under 'Quality Apprenticeship and Lifelong Learning in China Project Phase 2', is a pioneering tool to introduce TVET students fundamental transferable skills for the green transition, including green literacy, green thinking and green production and services. ",No,Guidance/Tools,New,extrabudgetary,Youth are one of the target groups,Quality Apprenticeship and Lifelong Learning in China Project Phase 2,CHN 252,https://www.ilo.org/projects-and-partnerships/projects/quality-apprenticeship-and-lifelong-learning-china-%E2%80%93-phase-2,"The project focuses on advancing quality apprenticeship, core skills, skills for the green transition and skill anticipation and matching. The project aims to promote young and adult workers’ employability, reduce job-skill mismatch in the labour market in China, and enhance international exchanges on apprenticeships and lifelong learning.",Asia and the Pacific,Long-standing,extrabudgetary,CHN/22/01/JPM,Youth are one of the target groups,No,,,,,,,,,,,2024 Youth Digital Leaders Campus ,CHN252,https://www.ilo.org/resource/news/global-youth-leaders-converge-2024-youth-digital-leaders-campus-guangzhou,"From 16 to 20 July 2024, the Youth Digital Leaders Campus was successfully held as one of key activities of the Youth Digital Leadership Programme jointly launched by the ILO and All-China Youth Federation (ACYF). The Campus brought together youth digital leaders from 19 countries and experts in entrepreneurship and digital skills to inspire youth around the globe to leverage digital innovations for global development, aligning with the 2030 Agenda for Sustainable Development.",in-person,Yes,New,Regular Budget,Youth only,Public use,Empower Youth in the Era of AI’ Thematic Forum on Digital Development of the 2024 World Youth Development Forum,CHN 252,https://www.ilo.org/resource/news/%E2%80%98empower-youth-era-ai%E2%80%99-thematic-forum-digital-development-2024-world-youth,"On 15 August 2024, the Thematic Forum on Digital Development of the 2024 World Youth Development Forum (WYDF) was successfully held in Chongqing, China. The Forum was co-hosted by All-China Youth Federation (ACYF) and the ILO. It gathered over 200 international and national experts and youth leaders to discuss the transformative power of digital development, with special attention to skilling and industrial development in the era of Artificial Intelligence (AI).",Global,Global,event,Long-standing,extrabudgetary,Youth only
USR-202506-0001,Region: Asia and the Pacific,,"Situation Analysis of
 Youth Development in China",CHN 251,,"The research report is co-led by UNFPA, UNICEF and ILO as a guiding document for UN China Youth Theme Group",No,Technical Report,New,extrabudgetary,Youth only,2024 G20 Entrepreneurship Roundtable,CHN 251,https://www.sem.tsinghua.edu.cn/en/info/1021/8848.htm,"The ILO provided technical support to the 2024 G20 Entrepreneurship Roundtable organized by the Entrepreneurship Research Center on G20 Economies, providing insights on global youth employment trends ",Asia and the Pacific,Long-standing,Regular Budget,,Youth are one of the target groups,No,,,,,,,,,,,Training on digital skills and on-line enterpreneurship for people living with HIV with cross sectional challenges in low GDP areas in China,CHN252,"https://www.ilo.org/resource/news/digital-skills-transformed-my-business
https://www.ilo.org/resource/news/inspiring-journey-tintin-women-living-hiv
https://www.ilo.org/resource/news/boosting-digital-competency-and-online-entrepreneurship-marginalized-plhiv","the ILO working jointly with the Women's Network against AIDS China carried out digital skill and on-line enterpreneuship training. 70 low income individuals living with HIV/AIDS in Sichuan Province empowered with cutting-edge knowledge and digital skills tailored to the modern era.
As a result, some participants have launched their own online businesses, while others have secured employment opportunities with local companies.",both/hybrid,No,New,extrabudgetary,Youth only,Public use,Partnership with Hangzhou city Disabled Persons Federation  to promote inclusive employment for people with disabilities and the pratice now extends to Wenzhou city,·,"https://www.ilo.org/projects-and-partnerships/projects/enhancing-rights-based-disability-inclusive-sustainable-development-china
https://www.ilo.org/resource/news/joint-commitment-inclusive-employment-people-disabilities
","Develop the Inclusive Employment Index—a tool designed to guide companies in creating more inclusive workplaces—and establish an Inclusive Employment Company Alliance to share best practices and strengthen policy implementation, promoting inclusive employment for people with disabilities.",National/Local,Asia and the Pacific,multistakeholder initiative,New,extrabudgetary,Youth are one of the target groups
USR-202506-0001,Region: Asia and the Pacific,,,,,,,,,,,Empowering PLHIV with digital skills and on-line enterpreneurship skills in the digital era,CHN 252,https://www.ilo.org/projects-and-partnerships/projects/accelerating-progress-hiv-and-aids-and-ending-inequalities-world-work-0,"The ILO supports the Women's Network Against AIDS China by coordinating experts and organizing training workshops for targeted people living with HIV (PLHIV) in low-GDP areas, aiming to enhance their skills for the digital era.",Asia and the Pacific,New,extrabudgetary,GLO724/02/UNA,Youth are one of the target groups,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0002,Statistics,,Outcome A,,https://rplumber.ilo.org/data/indicator/?id=EMP_5EMP_SEX_STE_NB_A&timefrom=2019&timeto=2023&type=label&format=.csv,Dissemination of Statistics aligned with ICSE-18,No,Data/Database,Produced regularly,Regular Budget,Youth are one of the target groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0003,Region: Asia and the Pacific,,"Trends in child labour in Myanmar 2021-24. A study of Mon, Kayin, Kayah and Shan States",MMR101,https://www.ilo.org/publications/trends-child-labour-myanmar-2021-24-study-mon-kayin-kayah-and-shan-states,"This study assesses child labour in Myanmar’s Mon, Kayin, Kayah (Karenni), and Shan States, highlighting key trends, causes, and developments. Based on early 2024 interviews and focus groups, it examines economic, cultural, and systemic drivers, supported by case studies. The findings inform key stakeholders on viable strategies for sustainable child labour reduction.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,Myanmar Programme on the Elimination of Child Labour (My-PEC),MMR101,https://www.ilo.org/projects-and-partnerships/projects/myanmar-programme-elimination-child-labour-my-pec/the-project,"The project aimed at creating a multi-stakeholder approach to addressing child labour in Myanmar. Its objectives are: Expanding knowledge base on child labour in Myanmar. 
Increase awareness and knowledge about child labour.
Improve legislation and strengthen national and local capacities to address child labour in compliance with international standards.
Enhance capacity of national and local to networks and advocate on child labour issues.
Reduce child labour in target communities through direct interventions.",Asia and the Pacific,Long-standing,extrabudgetary,MMR/23/50/USA ,Youth are one of the target groups,No,,,,,,,,,,,Myanmar Programme on the Elimination of Child Labour (livelihood and skills training for the youth),MMR101,https://www.ilo.org/projects-and-partnerships/projects/myanmar-programme-elimination-child-labour-my-pec/the-project,"The livelihoods, skills and entrepreneurship trainings were implemented through NGO partners in selected areas in Yangon, Ayeyarwady regions and Mon State. These sectors include agriculture and fisheries, mechanical skills, dress-making and entrepreneurship",in-person,No,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,,,,,,,,,,
USR-202506-0003,Region: Asia and the Pacific,,"The Assessment of value chains in pilot areas of the Myanmar Programme on the Elimination of Child Labour (My-PEC) in the Ayeyarwady Region, Yangon Region and Mon State",MMR101,https://www.ilo.org/publications/assessment-value-chains-pilot-areas-myanmar-programme-elimination-child,"This study explores ways to create sustainable economic opportunities by identifying value chains that can help people earn a stable income. It looks at market trends, job opportunities, and the challenges people face in finding employment. Based on these findings, the study provides useful recommendations on how to improve livelihoods and develop vocational training programs. The goal is to help individuals and businesses grow, ensuring long-term economic success and better job opportunities for communities.",No,Technical Report,New,extrabudgetary,Youth are one of the target groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,Support to the conduct of the regional consultations for the development of the National Employment Masterplan,PHL 102,https://www.ilo.org/resource/news/philippines-inks-covenant-paves-way-decent-work,The ILO provided technical assistance and funding support to the conduct of the National Employment Summit (NES) with participation from employment policy experts from the ILO Headquarters and the ILO Regional Office for Asia and the Pacific. ILO also supported the conduct of regional consultations for the development of the Trabaho Para sa Bayan Plan (National Employment Masterplan) under the TPB Act.,Asia and the Pacific,New,Regular Budget,,Youth are one of the target groups,No,,,,,,,,,,,SCREAM Training for Youth and Educators under the ARISE Project,PHlL135,,"The Project produced 12 SCREAM trainers, trained 94 basic education and ALS teachers,and 61 student-teachers",in-person,No,New,extrabudgetary,Youth are one of the target groups,Public use,Support to World Day Against Child Labor events in the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),PHL 135,https://www.facebook.com/ILOPhilippines/posts/barmm-celebrates-world-day-against-child-labour-2024the-bangsamoro-autonomous-re/861639719328328/,WDACL celebrations conducted in pilot sites and regional level; These events featured SCREAM inspired performances to increase awareness on CL.,National/Local,Asia and the Pacific,event,Long-standing,extrabudgetary,Youth are one of the target groups
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,Support to the development of the National Green Jobs Human Resources Development Plan,PHL 102,,"The project supported the baseline research on key sectors and review of national development and climate action policies & plans, labor market data (Renewable Energy, Construction, Transport, Manufacturing, Sustainable Agriculture and Ecotourism), and the plan's implementation framework aligned to the LEP, and an initial attempt for a sector plan for Renewable Energy. ",Asia and the Pacific,Long-standing,extrabudgetary,,Youth are one of the target groups,No,,,,,,,,,,,Capacity-building for Public Employment Services (PES) and career guidance advocates on the ILO Job Readiness Trainers Guide and Workbooks,PHL 101,02 ILO Post-webinar Report v3.0.pdf,"With support from the Women in STEM project, the ILO provided capacity Building of 113 PESOs and Career Guidance advocates on job preparation for workforce readiness using ILO Job Readiness Trainers Guide and Workbooks, and ILO-TESDA Job Readiness Online Course.",both/hybrid,Yes,New,extrabudgetary,Youth are one of the target groups,Public use,,,,,,,,,,
